PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36440879","It Ain't Over Till It's Over … but It's Never Over - Emerging and Reemerging Infectious Diseases","Fauci AS.","N Engl J Med. 2022 Dec 1;387(22):2009-2011. doi: 10.1056/NEJMp2213814. Epub 2022 Nov 26.","Fauci AS","N Engl J Med","2022","2022/11/28","","","10.1056/NEJMp2213814"
"36416769","Focused Cardiac Ultrasonography for Right Ventricular Size and Systolic Function","Prada G, Pustavoitau A, Koenig S, Mitchell C, Stainback RF, Díaz-Gómez JL.","N Engl J Med. 2022 Nov 24;387(21):e52. doi: 10.1056/NEJMvcm2004089.","Prada G","N Engl J Med","2022","2022/11/23","","","10.1056/NEJMvcm2004089"
"36383713","A Good Catch","Lovelace OF Jr, Malina D, Pacult MA.","N Engl J Med. 2022 Nov 17;387(20):e57. doi: 10.1056/NEJMp2213554.","Lovelace OF Jr","N Engl J Med","2022","2022/11/16","","","10.1056/NEJMp2213554"
"36373819","Health Care Access on the Line - Audio-Only Visits and Digitally Inclusive Care","Hughes HK, Hasselfeld BW, Greene JA.","N Engl J Med. 2022 Nov 17;387(20):1823-1826. doi: 10.1056/NEJMp2118292. Epub 2022 Nov 12.","Hughes HK","N Engl J Med","2022","2022/11/14","","","10.1056/NEJMp2118292"
"36326116","Prescribing Opioids for Pain - The New CDC Clinical Practice Guideline","Dowell D, Ragan KR, Jones CM, Baldwin GT, Chou R.","N Engl J Med. 2022 Dec 1;387(22):2011-2013. doi: 10.1056/NEJMp2211040. Epub 2022 Nov 3.","Dowell D","N Engl J Med","2022","2022/11/03","PMC10977898","NIHMS1972700","10.1056/NEJMp2211040"
"36322842","Climate, Pollution, and Children's Health","Nadeau K, Perera F, Salas RN, Solomon CG.","N Engl J Med. 2022 Nov 3;387(18):e45. doi: 10.1056/NEJMp2213408.","Nadeau K","N Engl J Med","2022","2022/11/02","","","10.1056/NEJMp2213408"
"36322837","Covid-19 Vaccine Protection among Children and Adolescents in Qatar","Chemaitelly H, AlMukdad S, Ayoub HH, Altarawneh HN, Coyle P, Tang P, Yassine HM, Al-Khatib HA, Smatti MK, Hasan MR, Al-Kanaani Z, Al-Kuwari E, Jeremijenko A, Kaleeckal AH, Latif AN, Shaik RM, Abdul-Rahim HF, Nasrallah GK, Al-Kuwari MG, Al-Romaihi HE, Butt AA, Al-Thani MH, Al-Khal A, Bertollini R, Abu-Raddad LJ.","N Engl J Med. 2022 Nov 17;387(20):1865-1876. doi: 10.1056/NEJMoa2210058. Epub 2022 Nov 2.","Chemaitelly H","N Engl J Med","2022","2022/11/02","PMC9644642","","10.1056/NEJMoa2210058"
"36300980","Mental Health Implications of Abortion Restrictions for Historically Marginalized Populations","Ogbu-Nwobodo L, Shim RS, Vinson SY, Fitelson EM, Biggs MA, McLemore MR, Thomas M, Godzich M, Mangurian C.","N Engl J Med. 2022 Oct 27;387(17):1613-1617. doi: 10.1056/NEJMms2211124.","Ogbu-Nwobodo L","N Engl J Med","2022","2022/10/27","","","10.1056/NEJMms2211124"
"36300972","Migraine - Patient Perspectives","Armand CE, Fugerer J, Hughes L, Loder E, Perez D, Ropper AH, Salim A.","N Engl J Med. 2022 Oct 27;387(17):e43. doi: 10.1056/NEJMp2213217.","Armand CE","N Engl J Med","2022","2022/10/27","","","10.1056/NEJMp2213217"
"36251784","Trajectory","Ryan LA.","N Engl J Med. 2022 Oct 20;387(16):1442-1443. doi: 10.1056/NEJMp2208939. Epub 2022 Oct 15.","Ryan LA","N Engl J Med","2022","2022/10/17","","","10.1056/NEJMp2208939"
"36198177","Atrial Fibrillation and Catheter Ablation","Antman EM, Leopold JA, Sauer WH, Zei PC.","N Engl J Med. 2022 Oct 6;387(14):e31. doi: 10.1056/NEJMp2212526.","Antman EM","N Engl J Med","2022","2022/10/05","","","10.1056/NEJMp2212526"
"36170494","Circulating Cell-free DNA and Screening for Trisomies","Norton ME.","N Engl J Med. 2022 Oct 6;387(14):1322-1324. doi: 10.1056/NEJMcibr2209405. Epub 2022 Sep 28.","Norton ME","N Engl J Med","2022","2022/09/28","","","10.1056/NEJMcibr2209405"
"36170474","Integrins in Health and Disease","Fagerholm SC.","N Engl J Med. 2022 Oct 20;387(16):1519-1521. doi: 10.1056/NEJMcibr2209679. Epub 2022 Sep 28.","Fagerholm SC","N Engl J Med","2022","2022/09/28","","","10.1056/NEJMcibr2209679"
"36129991","Transforming Management of Opioid Use Disorder with Universal Treatment","Gupta R, Levine RL, Cepeda JA, Holtgrave DR.","N Engl J Med. 2022 Oct 13;387(15):1341-1344. doi: 10.1056/NEJMp2210121. Epub 2022 Sep 21.","Gupta R","N Engl J Med","2022","2022/09/21","","","10.1056/NEJMp2210121"
"36121060","The Law of Licensure and Quality Regulation","Cortez N.","N Engl J Med. 2022 Sep 22;387(12):1053-1056. doi: 10.1056/NEJMp2201802. Epub 2022 Sep 17.","Cortez N","N Engl J Med","2022","2022/09/19","","","10.1056/NEJMp2201802"
"36121044","Pushing Back with Pills - Enhancing Access to Reproductive Health Drugs after Dobbs","Grossman LA.","N Engl J Med. 2022 Sep 22;387(12):1056-1058. doi: 10.1056/NEJMp2209377. Epub 2022 Sep 17.","Grossman LA","N Engl J Med","2022","2022/09/19","","","10.1056/NEJMp2209377"
"36121043","The Seeds of Ignorance - Consequences of a Booming Betel-Nut Economy","Moss WJ.","N Engl J Med. 2022 Sep 22;387(12):1059-1061. doi: 10.1056/NEJMp2203571. Epub 2022 Sep 17.","Moss WJ","N Engl J Med","2022","2022/09/19","","","10.1056/NEJMp2203571"
"36094841","Finding a New Mantra","Heidari SN.","N Engl J Med. 2022 Sep 15;387(11):964-965. doi: 10.1056/NEJMp2206851. Epub 2022 Sep 10.","Heidari SN","N Engl J Med","2022","2022/09/12","","","10.1056/NEJMp2206851"
"36069880","Race Correction and the X-Ray Machine - The Controversy over Increased Radiation Doses for Black Americans in 1968","Bavli I, Jones DS.","N Engl J Med. 2022 Sep 8;387(10):947-952. doi: 10.1056/NEJMms2206281.","Bavli I","N Engl J Med","2022","2022/09/07","","","10.1056/NEJMms2206281"
"36069823","Abortion Access as a Racial Justice Issue","Kozhimannil KB, Hassan A, Hardeman RR.","N Engl J Med. 2022 Oct 27;387(17):1537-1539. doi: 10.1056/NEJMp2209737. Epub 2022 Sep 7.","Kozhimannil KB","N Engl J Med","2022","2022/09/07","","","10.1056/NEJMp2209737"
"36053512","Building Black Wealth - The Role of Health Systems in Closing the Gap","South E, Venkataramani A, Dalembert G.","N Engl J Med. 2022 Sep 1;387(9):844-849. doi: 10.1056/NEJMms2209521.","South E","N Engl J Med","2022","2022/09/02","","","10.1056/NEJMms2209521"
"36053505","Dolutegravir in Pregnancy as Compared with Current HIV Regimens in the United States","Patel K, Huo Y, Jao J, Powis KM, Williams PL, Kacanek D, Yee LM, Chadwick EG, Shiau S, Jacobson DL, Brummel SS, Sultan-Beyer L, Kahlert CR, Zash R, Seage GR 3rd; Pediatric HIV/AIDS Cohort Study; Swiss Mother and Child HIV Cohort Study.","N Engl J Med. 2022 Sep 1;387(9):799-809. doi: 10.1056/NEJMoa2200600.","Patel K","N Engl J Med","2022","2022/09/02","PMC9744124","NIHMS1853243","10.1056/NEJMoa2200600"
"36053234","Supporting, Not Reporting - Emergency Department Ethics in a Post-Roe Era","Watson K, Paul M, Yanow S, Baruch J.","N Engl J Med. 2022 Sep 8;387(10):861-863. doi: 10.1056/NEJMp2209312. Epub 2022 Sep 3.","Watson K","N Engl J Med","2022","2022/09/02","","","10.1056/NEJMp2209312"
"36036534","Updated Health Warnings for Alcohol - Informing Consumers and Reducing Harm","Grummon AH, Hall MG.","N Engl J Med. 2022 Sep 1;387(9):772-774. doi: 10.1056/NEJMp2206494. Epub 2022 Aug 27.","Grummon AH","N Engl J Med","2022","2022/08/29","","","10.1056/NEJMp2206494"
"36036528","""Fertility Fraud"" Legislation - A Turning Point for Informed Consent?","Fox D.","N Engl J Med. 2022 Sep 1;387(9):770-772. doi: 10.1056/NEJMp2206007. Epub 2022 Aug 27.","Fox D","N Engl J Med","2022","2022/08/29","","","10.1056/NEJMp2206007"
"36026588","Losing Contact - Covid-19, Telemedicine, and the Patient-Provider Relationship","MacDonald SM, Berv J.","N Engl J Med. 2022 Sep 1;387(9):775-777. doi: 10.1056/NEJMp2206471. Epub 2022 Aug 27.","MacDonald SM","N Engl J Med","2022","2022/08/26","","","10.1056/NEJMp2206471"
"35984350","Improving the Use of FDA Advisory Committees","Daval CJR, Kesselheim AS, Sarpatwari A.","N Engl J Med. 2022 Aug 25;387(8):675-677. doi: 10.1056/NEJMp2206492. Epub 2022 Aug 20.","Daval CJR","N Engl J Med","2022","2022/08/19","","","10.1056/NEJMp2206492"
"35866746","Monkeypox Virus Infection in Humans across 16 Countries - April-June 2022","Thornhill JP, Barkati S, Walmsley S, Rockstroh J, Antinori A, Harrison LB, Palich R, Nori A, Reeves I, Habibi MS, Apea V, Boesecke C, Vandekerckhove L, Yakubovsky M, Sendagorta E, Blanco JL, Florence E, Moschese D, Maltez FM, Goorhuis A, Pourcher V, Migaud P, Noe S, Pintado C, Maggi F, Hansen AE, Hoffmann C, Lezama JI, Mussini C, Cattelan A, Makofane K, Tan D, Nozza S, Nemeth J, Klein MB, Orkin CM; SHARE-net Clinical Group.","N Engl J Med. 2022 Aug 25;387(8):679-691. doi: 10.1056/NEJMoa2207323. Epub 2022 Jul 21.","Thornhill JP","N Engl J Med","2022","2022/07/22","","","10.1056/NEJMoa2207323"
"35866744","Primary Care and Financial Risk - Navigating the Crossroads","Song Z, Chokshi DA, Press MJ.","N Engl J Med. 2022 Jul 28;387(4):292-294. doi: 10.1056/NEJMp2201897. Epub 2022 Jul 23.","Song Z","N Engl J Med","2022","2022/07/22","","","10.1056/NEJMp2201897"
"35866741","Achieving the Triple Aim for Sexual and Gender Minorities","Liu M, Sandhu S, Keuroghlian AS.","N Engl J Med. 2022 Jul 28;387(4):294-297. doi: 10.1056/NEJMp2204569. Epub 2022 Jul 23.","Liu M","N Engl J Med","2022","2022/07/22","","","10.1056/NEJMp2204569"
"35830684","The End of Roe v. Wade - States' Power over Health and Well-Being","Lazzarini Z.","N Engl J Med. 2022 Aug 4;387(5):390-393. doi: 10.1056/NEJMp2206055. Epub 2022 Jul 13.","Lazzarini Z","N Engl J Med","2022","2022/07/13","","","10.1056/NEJMp2206055"
"35793197","Accelerated Approval - Taking the FDA's Concerns Seriously","Sachs RE, Donohue JM, Dusetzina SB.","N Engl J Med. 2022 Jul 21;387(3):199-201. doi: 10.1056/NEJMp2204487. Epub 2022 Jul 6.","Sachs RE","N Engl J Med","2022","2022/07/06","","","10.1056/NEJMp2204487"
"35731908","Maternal Vaccination and Risk of Hospitalization for Covid-19 among Infants","Halasa NB, Olson SM, Staat MA, Newhams MM, Price AM, Pannaraj PS, Boom JA, Sahni LC, Chiotos K, Cameron MA, Bline KE, Hobbs CV, Maddux AB, Coates BM, Michelson KN, Heidemann SM, Irby K, Nofziger RA, Mack EH, Smallcomb L, Schwartz SP, Walker TC, Gertz SJ, Schuster JE, Kamidani S, Tarquinio KM, Bhumbra SS, Maamari M, Hume JR, Crandall H, Levy ER, Zinter MS, Bradford TT, Flori HR, Cullimore ML, Kong M, Cvijanovich NZ, Gilboa SM, Polen KN, Campbell AP, Randolph AG, Patel MM; Overcoming Covid-19 Investigators.","N Engl J Med. 2022 Jul 14;387(2):109-119. doi: 10.1056/NEJMoa2204399. Epub 2022 Jun 22.","Halasa NB","N Engl J Med","2022","2022/06/22","PMC9342588","","10.1056/NEJMoa2204399"
"35713541","The Emergence of the Racial Disparity in U.S. Breast-Cancer Mortality","Jatoi I, Sung H, Jemal A.","N Engl J Med. 2022 Jun 23;386(25):2349-2352. doi: 10.1056/NEJMp2200244. Epub 2022 Jun 18.","Jatoi I","N Engl J Med","2022","2022/06/17","","","10.1056/NEJMp2200244"
"35704481","Sequential Stem Cell-Kidney Transplantation in Schimke Immuno-osseous Dysplasia","Bertaina A, Grimm PC, Weinberg K, Parkman R, Kristovich KM, Barbarito G, Lippner E, Dhamdhere G, Ramachandran V, Spatz JM, Fathallah-Shaykh S, Atkinson TP, Al-Uzri A, Aubert G, van der Elst K, Green SG, Agarwal R, Slepicka PF, Shah AJ, Roncarolo MG, Gallo A, Concepcion W, Lewis DB.","N Engl J Med. 2022 Jun 16;386(24):2295-2302. doi: 10.1056/NEJMoa2117028.","Bertaina A","N Engl J Med","2022","2022/06/15","PMC10545450","NIHMS1932490","10.1056/NEJMoa2117028"
"35704416","The Critical Shortage of Iodinated Contrast Material - Will Value Prevail?","Tu LH, Miller JE, Forman HP.","N Engl J Med. 2022 Aug 11;387(6):491-493. doi: 10.1056/NEJMp2206996. Epub 2022 Jun 15.","Tu LH","N Engl J Med","2022","2022/06/15","","","10.1056/NEJMp2206996"
"35675195","Medical Device User Fee Reauthorization - Back to Basics or Looking Ahead?","Rathi VK, Ross JS, Redberg RF, Dhruva SS.","N Engl J Med. 2022 Jul 21;387(3):196-199. doi: 10.1056/NEJMp2204947. Epub 2022 Jun 8.","Rathi VK","N Engl J Med","2022","2022/06/08","","","10.1056/NEJMp2204947"
"35675177","Chronic Traumatic Encephalopathy in the Brains of Military Personnel","Priemer DS, Iacono D, Rhodes CH, Olsen CH, Perl DP.","N Engl J Med. 2022 Jun 9;386(23):2169-2177. doi: 10.1056/NEJMoa2203199.","Priemer DS","N Engl J Med","2022","2022/06/08","","","10.1056/NEJMoa2203199"
"35648702","Turbocharging the T Cell to Fight Cancer","Schietinger A.","N Engl J Med. 2022 Jun 16;386(24):2334-2336. doi: 10.1056/NEJMcibr2203616. Epub 2022 Jun 1.","Schietinger A","N Engl J Med","2022","2022/06/01","","","10.1056/NEJMcibr2203616"
"35584155","Progress toward Pig-to-Human Xenotransplantation","Pierson RN 3rd.","N Engl J Med. 2022 May 19;386(20):1871-1873. doi: 10.1056/NEJMp2118019.","Pierson RN 3rd","N Engl J Med","2022","2022/05/18","PMC10226782","NIHMS1890285","10.1056/NEJMp2118019"
"35544368","Navigating Loss of Abortion Services - A Large Academic Medical Center Prepares for the Overturn of Roe v. Wade","Harris LH.","N Engl J Med. 2022 Jun 2;386(22):2061-2064. doi: 10.1056/NEJMp2206246. Epub 2022 May 11.","Harris LH","N Engl J Med","2022","2022/05/11","","","10.1056/NEJMp2206246"
"35507526","Your Money or Your Life - The High Cost of Cancer Drugs under Medicare Part D","Dusetzina SB.","N Engl J Med. 2022 Jun 9;386(23):2164-2167. doi: 10.1056/NEJMp2202726. Epub 2022 May 4.","Dusetzina SB","N Engl J Med","2022","2022/05/04","","","10.1056/NEJMp2202726"
"35507488","A New Image for Cell Sorting","Filby A, Carpenter AE.","N Engl J Med. 2022 May 5;386(18):1755-1758. doi: 10.1056/NEJMcibr2200971.","Filby A","N Engl J Med","2022","2022/05/04","PMC10367913","NIHMS1911568","10.1056/NEJMcibr2200971"
"35476633","Expanding Accountable Care's Reach among Medicare Beneficiaries","Jacobs D, Rawal P, Fowler L, Seshamani M.","N Engl J Med. 2022 Jul 14;387(2):99-102. doi: 10.1056/NEJMp2202991. Epub 2022 Apr 27.","Jacobs D","N Engl J Med","2022","2022/04/27","","","10.1056/NEJMp2202991"
"35443122","Physicians as Political Pawns - The Texas Directive on Gender-Affirming Care and Other Moves","Kirkland A.","N Engl J Med. 2022 Jun 9;386(23):2161-2164. doi: 10.1056/NEJMp2203746. Epub 2022 Apr 20.","Kirkland A","N Engl J Med","2022","2022/04/20","","","10.1056/NEJMp2203746"
"35443105","Metric Myopia - Trading Away Our Clinical Judgment","Rosenbaum L.","N Engl J Med. 2022 May 5;386(18):1759-1763. doi: 10.1056/NEJMms2200977. Epub 2022 Apr 20.","Rosenbaum L","N Engl J Med","2022","2022/04/20","","","10.1056/NEJMms2200977"
"35417934","From Resentment to Reconnection - Reflections on Caring for the Unvaccinated","Garfinkel AC.","N Engl J Med. 2022 Apr 14;386(15):1394-1395. doi: 10.1056/NEJMp2119720. Epub 2022 Apr 9.","Garfinkel AC","N Engl J Med","2022","2022/04/13","","","10.1056/NEJMp2119720"
"35417933","How Can We Fully Realize SNAP's Health Benefits?","Gundersen C, Seligman H.","N Engl J Med. 2022 Apr 14;386(15):1389-1391. doi: 10.1056/NEJMp2200306. Epub 2022 Apr 9.","Gundersen C","N Engl J Med","2022","2022/04/13","","","10.1056/NEJMp2200306"
"35417631","Fourth Dose of BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Setting","Magen O, Waxman JG, Makov-Assif M, Vered R, Dicker D, Hernán MA, Lipsitch M, Reis BY, Balicer RD, Dagan N.","N Engl J Med. 2022 Apr 28;386(17):1603-1614. doi: 10.1056/NEJMoa2201688. Epub 2022 Apr 13.","Magen O","N Engl J Med","2022","2022/04/13","PMC9020581","","10.1056/NEJMoa2201688"
"35394132","The 2022 Child Nutrition Reauthorization - An Opportunity to Advance Children's Health","Mozaffarian D, Glickman DR.","N Engl J Med. 2022 Apr 14;386(15):1391-1394. doi: 10.1056/NEJMp2120092. Epub 2022 Apr 9.","Mozaffarian D","N Engl J Med","2022","2022/04/08","","","10.1056/NEJMp2120092"
"35388667","Implanted System for Orthostatic Hypotension in Multiple-System Atrophy","Squair JW, Berney M, Castro Jimenez M, Hankov N, Demesmaeker R, Amir S, Paley A, Hernandez-Charpak S, Dumont G, Asboth L, Allenbach G, Becce F, Schoettker P, Wuerzner G, Bally JF, Courtine G, Bloch J.","N Engl J Med. 2022 Apr 7;386(14):1339-1344. doi: 10.1056/NEJMoa2112809.","Squair JW","N Engl J Med","2022","2022/04/07","","","10.1056/NEJMoa2112809"
"35381126","Protection by a Fourth Dose of BNT162b2 against Omicron in Israel","Bar-On YM, Goldberg Y, Mandel M, Bodenheimer O, Amir O, Freedman L, Alroy-Preis S, Ash N, Huppert A, Milo R.","N Engl J Med. 2022 May 5;386(18):1712-1720. doi: 10.1056/NEJMoa2201570. Epub 2022 Apr 5.","Bar-On YM","N Engl J Med","2022","2022/04/05","PMC9006780","","10.1056/NEJMoa2201570"
"35353977","Supporting Health Care Workers to Address Misinformation on Social Media","Arora VM, Bloomgarden E, Jain S.","N Engl J Med. 2022 May 5;386(18):1683-1685. doi: 10.1056/NEJMp2117180. Epub 2022 Mar 30.","Arora VM","N Engl J Med","2022","2022/03/30","","","10.1056/NEJMp2117180"
"35353976","BNT162b2 Protection against the Omicron Variant in Children and Adolescents","Price AM, Olson SM, Newhams MM, Halasa NB, Boom JA, Sahni LC, Pannaraj PS, Irby K, Bline KE, Maddux AB, Nofziger RA, Cameron MA, Walker TC, Schwartz SP, Mack EH, Smallcomb L, Schuster JE, Hobbs CV, Kamidani S, Tarquinio KM, Bradford TT, Levy ER, Chiotos K, Bhumbra SS, Cvijanovich NZ, Heidemann SM, Cullimore ML, Gertz SJ, Coates BM, Staat MA, Zinter MS, Kong M, Chatani BM, Hume JR, Typpo KV, Maamari M, Flori HR, Tenforde MW, Zambrano LD, Campbell AP, Patel MM, Randolph AG; Overcoming Covid-19 Investigators.","N Engl J Med. 2022 May 19;386(20):1899-1909. doi: 10.1056/NEJMoa2202826. Epub 2022 Mar 30.","Price AM","N Engl J Med","2022","2022/03/30","PMC9006785","","10.1056/NEJMoa2202826"
"35333482","Restrictive State Abortion Bans - A Reproductive Injustice","Wilkinson B, Onwuzurike C, Bartz D.","N Engl J Med. 2022 Mar 31;386(13):1197-1199. doi: 10.1056/NEJMp2119364. Epub 2022 Mar 26.","Wilkinson B","N Engl J Med","2022","2022/03/25","","","10.1056/NEJMp2119364"
"35320660","Misusing Public Health as a Pretext to End Asylum - Title 42","Beckett AG, Viaud L, Heisler M, Mukherjee J.","N Engl J Med. 2022 Apr 21;386(16):e41. doi: 10.1056/NEJMp2200274. Epub 2022 Mar 23.","Beckett AG","N Engl J Med","2022","2022/03/23","","","10.1056/NEJMp2200274"
"35213104","Holding the Baby","Puterbaugh KM.","N Engl J Med. 2022 Mar 3;386(9):811-813. doi: 10.1056/NEJMp2114268. Epub 2022 Feb 26.","Puterbaugh KM","N Engl J Med","2022","2022/02/25","","","10.1056/NEJMp2114268"
"35213103","U.S. Public Health Law - Foundations and Emerging Shifts","Mello MM, Parmet WE.","N Engl J Med. 2022 Mar 3;386(9):805-808. doi: 10.1056/NEJMp2200794. Epub 2022 Feb 26.","Mello MM","N Engl J Med","2022","2022/02/25","","","10.1056/NEJMp2200794"
"35196433","Cellular Memories - More Than Skin Deep","Leung TH, Cotsarelis G.","N Engl J Med. 2022 Feb 24;386(8):793-795. doi: 10.1056/NEJMcibr2118516.","Leung TH","N Engl J Med","2022","2022/02/23","","","10.1056/NEJMcibr2118516"
"35172051","Protection against SARS-CoV-2 after Covid-19 Vaccination and Previous Infection","Hall V, Foulkes S, Insalata F, Kirwan P, Saei A, Atti A, Wellington E, Khawam J, Munro K, Cole M, Tranquillini C, Taylor-Kerr A, Hettiarachchi N, Calbraith D, Sajedi N, Milligan I, Themistocleous Y, Corrigan D, Cromey L, Price L, Stewart S, de Lacy E, Norman C, Linley E, Otter AD, Semper A, Hewson J, D'Arcangelo S, Chand M, Brown CS, Brooks T, Islam J, Charlett A, Hopkins S; SIREN Study Group.","N Engl J Med. 2022 Mar 31;386(13):1207-1220. doi: 10.1056/NEJMoa2118691. Epub 2022 Feb 16.","Hall V","N Engl J Med","2022","2022/02/16","PMC8908850","","10.1056/NEJMoa2118691"
"35148037","Home Help","Srivastava R.","N Engl J Med. 2022 Feb 17;386(7):614-615. doi: 10.1056/NEJMp2112785. Epub 2022 Feb 12.","Srivastava R","N Engl J Med","2022","2022/02/11","","","10.1056/NEJMp2112785"
"35119806","Roulette","McGarrity TJ.","N Engl J Med. 2022 Feb 10;386(6):505-507. doi: 10.1056/NEJMp2112743. Epub 2022 Feb 5.","McGarrity TJ","N Engl J Med","2022","2022/02/04","","","10.1056/NEJMp2112743"
"35108484","Antibody Persistence through 6 Months after the Second Dose of mRNA-1273 Vaccine for Covid-19","","N Engl J Med. 2022 Feb 3;386(5):500. doi: 10.1056/NEJMx220001.","","N Engl J Med","2022","2022/02/02","","","10.1056/NEJMx220001"
"35081297","Strengthening the Medicaid Reentry Act - Supporting the Health of People Who Are Incarcerated","Khatri UG, Winkelman TNA.","N Engl J Med. 2022 Apr 21;386(16):1488-1490. doi: 10.1056/NEJMp2119571. Epub 2022 Jan 26.","Khatri UG","N Engl J Med","2022","2022/01/26","","","10.1056/NEJMp2119571"
"35029848","Disability Inclusion as a Key Component of Research Study Diversity","Swenor B, Deal JA.","N Engl J Med. 2022 Jan 20;386(3):205-207. doi: 10.1056/NEJMp2115475. Epub 2022 Jan 15.","Swenor B","N Engl J Med","2022","2022/01/14","","","10.1056/NEJMp2115475"
"35029846","Research Participation in Marginalized Communities - Overcoming Barriers","Armstrong K, Ritchie C.","N Engl J Med. 2022 Jan 20;386(3):203-205. doi: 10.1056/NEJMp2115621. Epub 2022 Jan 15.","Armstrong K","N Engl J Med","2022","2022/01/14","","","10.1056/NEJMp2115621"
"35021004","Effectiveness of BNT162b2 Vaccine against Critical Covid-19 in Adolescents","Olson SM, Newhams MM, Halasa NB, Price AM, Boom JA, Sahni LC, Pannaraj PS, Irby K, Walker TC, Schwartz SP, Maddux AB, Mack EH, Bradford TT, Schuster JE, Nofziger RA, Cameron MA, Chiotos K, Cullimore ML, Gertz SJ, Levy ER, Kong M, Cvijanovich NZ, Staat MA, Kamidani S, Chatani BM, Bhumbra SS, Bline KE, Gaspers MG, Hobbs CV, Heidemann SM, Maamari M, Flori HR, Hume JR, Zinter MS, Michelson KN, Zambrano LD, Campbell AP, Patel MM, Randolph AG; Overcoming Covid-19 Investigators.","N Engl J Med. 2022 Feb 24;386(8):713-723. doi: 10.1056/NEJMoa2117995. Epub 2022 Jan 12.","Olson SM","N Engl J Med","2022","2022/01/12","PMC8781318","","10.1056/NEJMoa2117995"
"35021002","Duration of Protection against Mild and Severe Disease by Covid-19 Vaccines","Andrews N, Tessier E, Stowe J, Gower C, Kirsebom F, Simmons R, Gallagher E, Thelwall S, Groves N, Dabrera G, Myers R, Campbell CNJ, Amirthalingam G, Edmunds M, Zambon M, Brown K, Hopkins S, Chand M, Ladhani SN, Ramsay M, Lopez Bernal J.","N Engl J Med. 2022 Jan 27;386(4):340-350. doi: 10.1056/NEJMoa2115481. Epub 2022 Jan 12.","Andrews N","N Engl J Med","2022","2022/01/12","PMC8781262","","10.1056/NEJMoa2115481"
"34965345","Race and Health - A Persistent American Dilemma","Tweedy DS.","N Engl J Med. 2021 Dec 30;385(27):e98. doi: 10.1056/NEJMpv2117898.","Tweedy DS","N Engl J Med","2021","2021/12/29","","","10.1056/NEJMpv2117898"
"34951751","Trust, Faith, and Covid","Rittenberg E.","N Engl J Med. 2021 Dec 30;385(27):2504-2505. doi: 10.1056/NEJMp2114695. Epub 2021 Dec 25.","Rittenberg E","N Engl J Med","2021","2021/12/24","","","10.1056/NEJMp2114695"
"34919358","Tobacco-free Nicotine - New Name, Same Scheme?","Cwalina SN, McConnell R, Benowitz NL, Barrington-Trimis JL.","N Engl J Med. 2021 Dec 23;385(26):2406-2408. doi: 10.1056/NEJMp2111159. Epub 2021 Dec 18.","Cwalina SN","N Engl J Med","2021","2021/12/17","PMC9153389","NIHMS1810945","10.1056/NEJMp2111159"
"34910863","Universal Coronavirus Vaccines - An Urgent Need","Morens DM, Taubenberger JK, Fauci AS.","N Engl J Med. 2022 Jan 27;386(4):297-299. doi: 10.1056/NEJMp2118468. Epub 2021 Dec 15.","Morens DM","N Engl J Med","2022","2021/12/15","PMC11000439","NIHMS1982198","10.1056/NEJMp2118468"
"34890175","A Failure to Disseminate Transformative Science - HIV Treatment as Prevention, 10 Years On","Bor J, Onoya D, Richman B, Mayer KH.","N Engl J Med. 2021 Dec 16;385(25):2305-2307. doi: 10.1056/NEJMp2113118. Epub 2021 Dec 11.","Bor J","N Engl J Med","2021","2021/12/10","PMC9354720","NIHMS1820822","10.1056/NEJMp2113118"
"34890174","E66.01 and Our Culture of Shame","Hagan S.","N Engl J Med. 2021 Dec 16;385(25):2307-2309. doi: 10.1056/NEJMp2111506. Epub 2021 Dec 11.","Hagan S","N Engl J Med","2021","2021/12/10","","","10.1056/NEJMp2111506"
"34874637","Predicting Proteome-Scale Protein Structure with Artificial Intelligence","Burley SK, Arap W, Pasqualini R.","N Engl J Med. 2021 Dec 2;385(23):2191-2194. doi: 10.1056/NEJMcibr2113027.","Burley SK","N Engl J Med","2021","2021/12/07","","","10.1056/NEJMcibr2113027"
"34874629","Covid-19 and the Safety Net - Moving from Straining to Sustaining","Knudsen J, Chokshi DA.","N Engl J Med. 2021 Dec 9;385(24):2209-2211. doi: 10.1056/NEJMp2114010. Epub 2021 Dec 4.","Knudsen J","N Engl J Med","2021","2021/12/07","","","10.1056/NEJMp2114010"
"34797616","The Little Things","Stuart JC.","N Engl J Med. 2021 Nov 25;385(22):2021-2023. doi: 10.1056/NEJMp2112424. Epub 2021 Nov 20.","Stuart JC","N Engl J Med","2021","2021/11/19","","","10.1056/NEJMp2112424"
"34714610","Applying a Subpopulation Lens to Population Health","Fuentes-Afflick E.","N Engl J Med. 2021 Nov 4;385(19):1729-1732. doi: 10.1056/NEJMp2113023. Epub 2021 Oct 30.","Fuentes-Afflick E","N Engl J Med","2021","2021/10/29","","","10.1056/NEJMp2113023"
"34714609","None of the Above - The Patient beyond the Multiple Choice","Grinberg C.","N Engl J Med. 2021 Nov 4;385(19):1734-1735. doi: 10.1056/NEJMp2110598. Epub 2021 Oct 30.","Grinberg C","N Engl J Med","2021","2021/10/29","","","10.1056/NEJMp2110598"
