pmid,title,authors,author_count,journal,pub_year,pub_month,pub_day,pub_date,doi,article_type,abstract,abstract_length,keywords,keyword_count,language,publication_types,scraped_date
39213194,Vutrisiran in Patients with Transthyretin Amyloidosis with Cardiomyopathy.,"Fontana Marianna, Berk John L, Gillmore Julian D, Witteles Ronald M, Grogan Martha, Drachman Brian, Damy Thibaud, Garcia-Pavia Pablo",37,The New England journal of medicine,2025,01,03,2025 01 03,10.1056/NEJMoa2409134,Correspondence,"Transthyretin amyloidosis with cardiomyopathy (ATTR-CM) is a progressive, fatal disease. Vutrisiran, a subcutaneously administered RNA interference therapeutic agent, inhibits the production of hepatic transthyretin. In this double-blind, randomized trial, we assigned patients with ATTR-CM in a 1:1 ratio to receive vutrisiran (25 mg) or placebo every 12 weeks for up to 36 months. The primary end point was a composite of death from any cause and recurrent cardiovascular events. Secondary end points included death from any cause, the change from baseline in the distance covered on the 6-minute walk test, and the change from baseline in the Kansas City Cardiomyopathy Questionnaire-Overall Summary (KCCQ-OS) score. The efficacy end points were assessed in the overall population and in the monotherapy population (the patients who were not receiving tafamidis at baseline) and were tested hierarchically. A total of 655 patients underwent randomization; 326 were assigned to receive vutrisiran and 329 to receive placebo. Vutrisiran treatment led to a lower risk of death from any cause and recurrent cardiovascular events than placebo (hazard ratio in the overall population, 0.72; 95% confidence interval [CI], 0.56 to 0.93; P&#x2009;=&#x2009;0.01; hazard ratio in the monotherapy population, 0.67; 95% CI, 0.49 to 0.93; P&#x2009;=&#x2009;0.02) and a lower risk of death from any cause through 42 months (hazard ratio in the overall population, 0.65; 95% CI, 0.46 to 0.90; P&#x2009;=&#x2009;0.01). Among the patients in the overall population, 125 in the vutrisiran group and 159 in the placebo group had at least one primary end-point event. In the overall population, treatment with vutrisiran resulted in less of a decline in the distance covered on the 6-minute walk test than placebo (least-squares mean difference, 26.5 m; 95% CI, 13.4 to 39.6; P<0.001) and less of a decline in the KCCQ-OS score (least-squares mean difference, 5.8 points; 95% CI, 2.4 to 9.2; P<0.001). Similar benefits were observed in the monotherapy population. The incidence of adverse events was similar in the two groups (99% in the vutrisiran group and 98% in the placebo group); serious adverse events occurred in 62% of the patients in the vutrisiran group and in 67% of those in the placebo group. Among patients with ATTR-CM, treatment with vutrisiran led to a lower risk of death from any cause and cardiovascular events than placebo and preserved functional capacity and quality of life. (Funded by Alnylam Pharmaceuticals; HELIOS-B ClinicalTrials.gov number, NCT04153149.).",2568,,0,eng,"Journal Article, Randomized Controlled Trial, Multicenter Study, Clinical Trial, Phase III",2026-01-11 18:49:22
39213187,Beta-Blocker Interruption or Continuation after Myocardial Infarction.,"Silvain Johanne, Cayla Guillaume, Ferrari Emile, Range Gr&#xe9;goire, Puymirat Etienne, Delarche Nicolas, Guedeney Paul, Cuisset Thomas",36,The New England journal of medicine,2024,10,09,2024 10 09,10.1056/NEJMoa2404204,Correspondence,"The appropriate duration of treatment with beta-blocker drugs after a myocardial infarction is unknown. Data are needed on the safety and efficacy of the interruption of long-term beta-blocker treatment to reduce side effects and improve quality of life in patients with a history of uncomplicated myocardial infarction. In a multicenter, open label, randomized, noninferiority trial conducted at 49 sites in France, we randomly assigned patients with a history of myocardial infarction, in a 1:1 ratio, to interruption or continuation of beta-blocker treatment. All the patients had a left ventricular ejection fraction of at least 40% while receiving long-term beta-blocker treatment and had no history of a cardiovascular event in the previous 6 months. The primary end point was a composite of death, nonfatal myocardial infarction, nonfatal stroke, or hospitalization for cardiovascular reasons at the longest follow-up (minimum, 1 year), according to an analysis of noninferiority (defined as a between-group difference of <3 percentage points for the upper boundary of the two-sided 95% confidence interval). The main secondary end point was the change in quality of life as measured by the European Quality of Life-5 Dimensions questionnaire. A total of 3698 patients underwent randomization: 1846 to the interruption group and 1852 to the continuation group. The median time between the last myocardial infarction and randomization was 2.9 years (interquartile range, 1.2 to 6.4), and the median follow-up was 3.0 years (interquartile range, 2.0 to 4.0). A primary-outcome event occurred in 432 of 1812 patients (23.8%) in the interruption group and in 384 of 1821 patients (21.1%) in the continuation group (risk difference, 2.8 percentage points; 95% confidence interval [CI], <0.1 to 5.5), for a hazard ratio of 1.16 (95% CI, 1.01 to 1.33; P&#x2009;=&#x2009;0.44 for noninferiority). Beta-blocker interruption did not seem to improve the patients' quality of life. In patients with a history of myocardial infarction, interruption of long-term beta-blocker treatment was not found to be noninferior to a strategy of beta-blocker continuation. (Funded by the French Ministry of Health and ACTION Study Group; ABYSS ClinicalTrials.gov number, NCT03498066; EudraCT number, 2017-003903-23.).",2299,,0,eng,"Comparative Study, Equivalence Trial, Journal Article, Multicenter Study, Research Support, Non-U.S. Gov't",2026-01-11 18:49:22
39167822,Fair Allocation of GLP-1 and Dual GLP-1-GIP Receptor Agonists. Reply.,"Persad Govind, Dellgren Johan L, Emanuel Ezekiel J",3,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMc2407932,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:22
39167821,Fair Allocation of GLP-1 and Dual GLP-1-GIP Receptor Agonists.,"Gong Joanna Y, Shaw Jonathan E",2,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMc2407932,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:22
39167820,Fair Allocation of GLP-1 and Dual GLP-1-GIP Receptor Agonists.,"Mensah Michael O, Freitas Daniel J, Cartwright Joseph R",3,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMc2407932,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:22
39167819,Andexanet for Factor Xa Inhibitor-Associated Acute Intracerebral Hemorrhage. Reply.,"Shoamanesh Ashkan, Sharma Mukul",2,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMc2407378,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:22
39167818,Andexanet for Factor Xa Inhibitor-Associated Acute Intracerebral Hemorrhage.,"Yates Sean G, Sarode Ravi",2,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMc2407378,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:22
39167817,Andexanet for Factor Xa Inhibitor-Associated Acute Intracerebral Hemorrhage.,Wong Matthew L,1,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMc2407378,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:22
39167816,Andexanet for Factor Xa Inhibitor-Associated Acute Intracerebral Hemorrhage.,"Kreutziger Janett, Ulmer Hanno, Fries Dietmar",3,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMc2407378,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:22
39167813,"Why Was the Azithromycin ""for Life"" Trial Necessary?","Maitland Kathryn, Walker A Sarah",2,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMe2407000,Original Article,,0,,0,eng,Editorial,2026-01-11 18:49:24
39167812,Amino Acid Infusion to Protect Kidney Function after Cardiac Surgery.,"Ostermann Marlies, Shaw Andrew D",2,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMe2408632,Original Article,,0,,0,eng,Editorial,2026-01-11 18:49:24
39167811,"Case 26-2024: A 59-Year-Old Woman with Aphasia, Anemia, and a Breast Mass.","Wander Seth A, Thai Janice N, Wirth Lori J, Soto Daniel E, Kwait Rebecca M, Alzumaili Bayan A",6,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMcpc2402489,Correspondence,,0,,0,eng,"Clinical Conference, Journal Article",2026-01-11 18:49:24
39167810,Diabetes-Associated Scleredema.,"Makary Nora, Razali Qamar",2,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMicm2400802,Correspondence,,0,,0,eng,"Case Reports, Journal Article",2026-01-11 18:49:24
39167807,Belzutifan versus Everolimus for Advanced Renal-Cell Carcinoma.,"Choueiri Toni K, Powles Thomas, Peltola Katriina, de Velasco Guillermo, Burotto Mauricio, Suarez Cristina, Ghatalia Pooja, Iacovelli Roberto",33,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMoa2313906,Correspondence,"Belzutifan, a hypoxia-inducible factor 2&#x3b1; inhibitor, showed clinical activity in clear-cell renal-cell carcinoma in early-phase studies. In a phase 3, multicenter, open-label, active-controlled trial, we enrolled participants with advanced clear-cell renal-cell carcinoma who had previously received immune checkpoint and antiangiogenic therapies and randomly assigned them, in a 1:1 ratio, to receive 120 mg of belzutifan or 10 mg of everolimus orally once daily until disease progression or unacceptable toxic effects occurred. The dual primary end points were progression-free survival and overall survival. The key secondary end point was the occurrence of an objective response (a confirmed complete or partial response). A total of 374 participants were assigned to belzutifan, and 372 to everolimus. At the first interim analysis (median follow-up, 18.4 months), the median progression-free survival was 5.6 months in both groups; at 18 months, 24.0% of the participants in the belzutifan group and 8.3% in the everolimus group were alive and free of progression (two-sided P&#x2009;=&#x2009;0.002, which met the prespecified significance criterion). A confirmed objective response occurred in 21.9% of the participants (95% confidence interval [CI], 17.8 to 26.5) in the belzutifan group and in 3.5% (95% CI, 1.9 to 5.9) in the everolimus group (P<0.001, which met the prespecified significance criterion). At the second interim analysis (median follow-up, 25.7 months), the median overall survival was 21.4 months in the belzutifan group and 18.1 months in the everolimus group; at 18 months, 55.2% and 50.6% of the participants, respectively, were alive (hazard ratio for death, 0.88; 95% CI, 0.73 to 1.07; two-sided P&#x2009;=&#x2009;0.20, which did not meet the prespecified significance criterion). Grade 3 or higher adverse events of any cause occurred in 61.8% of the participants in the belzutifan group (grade 5 in 3.5%) and in 62.5% in the everolimus group (grade 5 in 5.3%). Adverse events led to discontinuation of treatment in 5.9% and 14.7% of the participants, respectively. Belzutifan showed a significant benefit over everolimus with respect to progression-free survival and objective response in participants with advanced clear-cell renal-cell carcinoma who had previously received immune checkpoint and antiangiogenic therapies. Belzutifan was associated with no new safety signals. (Funded by Merck Sharp and Dohme, a subsidiary of Merck; LITESPARK-005 ClinicalTrials.gov number, NCT04195750.).",2529,,0,eng,"Journal Article, Clinical Trial, Phase III, Multicenter Study, Randomized Controlled Trial, Comparative Study",2026-01-11 18:49:24
39167806,Azithromycin to Reduce Mortality - An Adaptive Cluster-Randomized Trial.,"O'Brien Kieran S, Arzika Ahmed M, Amza Abdou, Maliki Ramatou, Aichatou Bawa, Bello Ismael Mamane, Beidi Diallo, Galo Nasser",24,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMoa2312093,Correspondence,"Twice-yearly mass distribution of azithromycin to children is a promising intervention to reduce childhood mortality in sub-Saharan Africa. The World Health Organization recommended restricting distribution to infants 1 to 11 months of age to mitigate antimicrobial resistance, although this more limited treatment had not yet been tested. We randomly assigned rural communities in Niger to four twice-yearly distributions of azithromycin for children 1 to 59 months of age (child azithromycin group), four twice-yearly distributions of azithromycin for infants 1 to 11 months of age and placebo for children 12 to 59 months of age (infant azithromycin group), or placebo for children 1 to 59 months of age. Census workers who were not aware of the group assignments monitored mortality twice yearly over the course of 2 years. We assessed three primary community-level mortality outcomes (deaths per 1000 person-years), each examining a different age group and pairwise group comparison. A total of 1273 communities were randomly assigned to the child azithromycin group (1229 were included in the analysis), 773 to the infant azithromycin group (751 included in the analysis), and 954 to the placebo group (929 included in the analysis). Among 382,586 children, 419,440 person-years and 5503 deaths were recorded. Lower mortality among children 1 to 59 months of age was observed in the child azithromycin group (11.9 deaths per 1000 person-years; 95% confidence interval [CI], 11.3 to 12.6) than in the placebo group (13.9 deaths per 1000 person-years; 95% CI, 13.0 to 14.8) (representing 14% lower mortality with azithromycin; 95% CI, 7 to 22; P<0.001). Mortality among infants 1 to 11 months of age was not significantly lower in the infant azithromycin group (22.3 deaths per 1000 person-years; 95% CI, 20.0 to 24.7) than in the placebo group (23.9 deaths per 1000 person-years; 95% CI, 21.6 to 26.2) (representing 6% lower mortality with azithromycin; 95% CI, -8 to 19). Five serious adverse events were reported: three in the placebo group, one in the infant azithromycin group, and one in the child azithromycin group. Azithromycin distributions to children 1 to 59 months of age significantly reduced mortality and was more effective than treatment of infants 1 to 11 months of age. Antimicrobial resistance must be monitored. (Funded by the Bill and Melinda Gates Foundation; AVENIR ClinicalTrials.gov number, NCT04224987.).",2435,,0,eng,"Adaptive Clinical Trial, Journal Article, Randomized Controlled Trial",2026-01-11 18:49:24
39158146,An Urban Farm-Anchored Produce Prescription Program - Food as Medicine and Economic Justice.,"Fruin Kaitlyn M, Tung Elizabeth L, Franczyk Jean M, Detmer Wayne M",4,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMp2407166,Correspondence,,0,,0,eng,"Journal Article, Research Support, N.I.H., Extramural",2026-01-11 18:49:24
39158143,Academic Medical Center-Public Health Partnerships for Outbreak Response - Collaborating with Underresourced Communities.,"Davis Elizabeth, Mayer Stockton, Pacilli Massimo",3,The New England journal of medicine,2024,08,21,2024 08 21,10.1056/NEJMp2407283,Correspondence,,0,,0,eng,Journal Article,2026-01-11 18:49:24
39141874,More on Coronary-Artery Autoregulation with Increasing Stenosis. Reply.,"Mahendiran Thabo, Collet Carlos, De Bruyne Bernard",3,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408317,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141873,More on Coronary-Artery Autoregulation with Increasing Stenosis.,"Yang Xiao, Wu Mengjun, Zhang Guanbin",3,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408317,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141872,Magnesium Disorders. Reply.,"Touyz Rhian M, de Baaij Jeroen H F, Hoenderop Joost G J",3,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408312,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141871,Magnesium Disorders.,"Manger Bernhard, Schett Georg",2,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408312,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141870,Magnesium Disorders.,Gorard David,1,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408312,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141869,Magnesium Disorders.,Jacobs Fr&#xe9;d&#xe9;ric M,1,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408312,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141868,Diets. Reply.,"Yannakoulia Mary, Scarmeas Nikolaos",2,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408735,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141867,Diets.,Myerson Merle,1,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408735,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141866,Diets.,"Tobacman Joanne K, Bhattacharyya Sumit, Varady Kristina A",3,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408735,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141865,Aficamten for Obstructive Hypertrophic Cardiomyopathy. Reply.,"Maron Martin S, Coats Caroline J, Jacoby Daniel L",3,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408094,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141864,Aficamten for Obstructive Hypertrophic Cardiomyopathy.,"Pedreira-Bouzas Jorge, Pousada-Fonseca &#xc1;lvaro, Fraga Dolores",3,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408094,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141863,Aficamten for Obstructive Hypertrophic Cardiomyopathy.,Li Peng,1,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408094,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39141862,T-Cell Neoplasms after B-Cell Neoplasms - The Pre-CAR T-Cell Era.,"Dores Gra&#xe7;a M, Morton Lindsay M",2,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2408029,Correspondence,,0,,0,eng,"Letter, Research Support, N.I.H., Intramural, Comment",2026-01-11 18:49:24
39141861,Response to PARP Inhibition in BARD1-Mutated Refractory Neuroblastoma.,"Cupit-Link Margaret, Hagiwara Kohei, Nagy Matthew, Koo Selene C, Orr Brent A, Ruppin Eytan, Easton John, Zhang Jinghui",9,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMc2403316,Correspondence,,0,,0,eng,"Letter, Case Reports, Research Support, N.I.H., Extramural",2026-01-11 18:49:24
39141857,Case 25-2024: A 12-Year-Old Boy with Autism and Decreased Vision.,"Gaier Eric D, Jaimes Camilo, Gise Ryan A, Armstrong-Javors Amy E, Kadzielski Sarah M",5,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMcpc2309726,Correspondence,,0,,0,eng,"Case Reports, Journal Article",2026-01-11 18:49:24
39141855,Genetics of Chronic Kidney Disease.,Vivante Asaf,1,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMra2308577,Correspondence,,0,,0,eng,"Journal Article, Review",2026-01-11 18:49:24
39141854,Longevity of a Brain-Computer Interface for Amyotrophic Lateral Sclerosis.,"Vansteensel Mariska J, Leinders Sacha, Branco Mariana P, Crone Nathan E, Denison Timothy, Freudenburg Zachary V, Geukes Simon H, Gosselaar Peter H",13,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMoa2314598,Correspondence,"The durability of communication with the use of brain-computer interfaces in persons with progressive neurodegenerative disease has not been extensively examined. We report on 7 years of independent at-home use of an implanted brain-computer interface for communication by a person with advanced amyotrophic lateral sclerosis (ALS), the inception of which was reported in 2016. The frequency of at-home use increased over time to compensate for gradual loss of control of an eye-gaze-tracking device, followed by a progressive decrease in use starting 6 years after implantation. At-home use ended when control of the brain-computer interface became unreliable. No signs of technical malfunction were found. Instead, the amplitude of neural signals declined, and computed tomographic imaging revealed progressive atrophy, which suggested that ALS-related neurodegeneration ultimately rendered the brain-computer interface ineffective after years of successful use, although alternative explanations are plausible. (Funded by the National Institute on Deafness and Other Communication Disorders and others; ClinicalTrials.gov number, NCT02224469.).",1147,,0,eng,"Journal Article, Case Reports, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",2026-01-11 18:49:24
39141853,An Accurate and Rapidly Calibrating Speech Neuroprosthesis.,"Card Nicholas S, Wairagkar Maitreyee, Iacobacci Carrina, Hou Xianda, Singer-Clark Tyler, Willett Francis R, Kunz Erin M, Fan Chaofei",18,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMoa2314132,Correspondence,"Brain-computer interfaces can enable communication for people with paralysis by transforming cortical activity associated with attempted speech into text on a computer screen. Communication with brain-computer interfaces has been restricted by extensive training requirements and limited accuracy. A 45-year-old man with amyotrophic lateral sclerosis (ALS) with tetraparesis and severe dysarthria underwent surgical implantation of four microelectrode arrays into his left ventral precentral gyrus 5 years after the onset of the illness; these arrays recorded neural activity from 256 intracortical electrodes. We report the results of decoding his cortical neural activity as he attempted to speak in both prompted and unstructured conversational contexts. Decoded words were displayed on a screen and then vocalized with the use of text-to-speech software designed to sound like his pre-ALS voice. On the first day of use (25 days after surgery), the neuroprosthesis achieved 99.6% accuracy with a 50-word vocabulary. Calibration of the neuroprosthesis required 30 minutes of cortical recordings while the participant attempted to speak, followed by subsequent processing. On the second day, after 1.4 additional hours of system training, the neuroprosthesis achieved 90.2% accuracy using a 125,000-word vocabulary. With further training data, the neuroprosthesis sustained 97.5% accuracy over a period of 8.4 months after surgical implantation, and the participant used it to communicate in self-paced conversations at a rate of approximately 32 words per minute for more than 248 cumulative hours. In a person with ALS and severe dysarthria, an intracortical speech neuroprosthesis reached a level of performance suitable to restore conversational communication after brief training. (Funded by the Office of the Assistant Secretary of Defense for Health Affairs and others; BrainGate2 ClinicalTrials.gov number, NCT00912041.).",1931,,0,eng,"Journal Article, Case Reports, Research Support, U.S. Gov't, Non-P.H.S., Research Support, N.I.H., Extramural",2026-01-11 18:49:24
39141852,Cognitive Motor Dissociation in Disorders of Consciousness.,"Bodien Yelena G, Allanson Judith, Cardone Paolo, Bonhomme Arthur, Carmona Jerina, Chatelle Camille, Chennu Srivas, Conte Mary",39,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMoa2400645,Correspondence,"Patients with brain injury who are unresponsive to commands may perform cognitive tasks that are detected on functional magnetic resonance imaging (fMRI) and electroencephalography (EEG). This phenomenon, known as cognitive motor dissociation, has not been systematically studied in a large cohort of persons with disorders of consciousness. In this prospective cohort study conducted at six international centers, we collected clinical, behavioral, and task-based fMRI and EEG data from a convenience sample of 353 adults with disorders of consciousness. We assessed the response to commands on task-based fMRI or EEG in participants without an observable response to verbal commands (i.e., those with a behavioral diagnosis of coma, vegetative state, or minimally conscious state-minus) and in participants with an observable response to verbal commands. The presence or absence of an observable response to commands was assessed with the use of the Coma Recovery Scale-Revised (CRS-R). Data from fMRI only or EEG only were available for 65% of the participants, and data from both fMRI and EEG were available for 35%. The median age of the participants was 37.9 years, the median time between brain injury and assessment with the CRS-R was 7.9 months (25% of the participants were assessed with the CRS-R within 28 days after injury), and brain trauma was an etiologic factor in 50%. We detected cognitive motor dissociation in 60 of the 241 participants (25%) without an observable response to commands, of whom 11 had been assessed with the use of fMRI only, 13 with the use of EEG only, and 36 with the use of both techniques. Cognitive motor dissociation was associated with younger age, longer time since injury, and brain trauma as an etiologic factor. In contrast, responses on task-based fMRI or EEG occurred in 43 of 112 participants (38%) with an observable response to verbal commands. Approximately one in four participants without an observable response to commands performed a cognitive task on fMRI or EEG as compared with one in three participants with an observable response to commands. (Funded by the James S. McDonnell Foundation and others.).",2166,,0,eng,"Journal Article, Multicenter Study, Research Support, N.I.H., Extramural",2026-01-11 18:49:24
39141851,Restoring Lost Speech: ITT Episode 36.,,0,The New England journal of medicine,2024,08,14,2024 08 14,10.1056/NEJMp2407613,Correspondence,,0,,0,eng,"Interview, Video-Audio Media",2026-01-11 18:49:24
39115096,Family History: Unknown.,Abruzzo Annie R,1,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMp2400316,Correspondence,,0,,0,eng,"Personal Narrative, Journal Article",2026-01-11 18:49:24
39115078,Transcatheter or Surgical Treatment of Aortic-Valve Stenosis. Reply.,"Blankenberg Stefan, Seiffert Moritz, Falk Volkmar",3,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2406738,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:24
39115077,Transcatheter or Surgical Treatment of Aortic-Valve Stenosis.,"Labaste Fran&#xe7;ois, Botea Roxana, Marcheix Bertrand",3,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2406738,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:27
39115076,Transcatheter or Surgical Treatment of Aortic-Valve Stenosis.,"Auer Johann, Lamm Gudrun",2,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2406738,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:27
39115075,Transcatheter or Surgical Treatment of Aortic-Valve Stenosis.,"Mazhar Khurum, Warwick Richard, Balacumaraswami Lognathen",3,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2406738,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:27
39115074,Perioperative Nivolumab in Resectable Lung Cancer. Reply.,"Cascone Tina, Spicer Jonathan D, Provencio Pulla Mariano",3,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2407267,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:27
39115073,Perioperative Nivolumab in Resectable Lung Cancer.,Sorscher Steven,1,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2407267,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:27
39115072,Perioperative Nivolumab in Resectable Lung Cancer.,"Sobrero Simona, Vaisitti Federico, Leo Francesco",3,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2407267,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:27
39115071,Studies of Exagamglogene Autotemcel - Age and Place. Reply.,"Frangoul Haydar, Hobbs William E, Locatelli Franco",3,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2407381,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:27
39115070,Studies of Exagamglogene Autotemcel - Age and Place.,Min Jie,1,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2407381,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:49:27
39115069,Myeloma Therapy for Monoclonal Gammopathy of Thrombotic Significance.,"Salmasi Giselle, Murray David L, Padmanabhan Anand",3,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2406453,Correspondence,,0,,0,eng,"Letter, Case Reports, Research Support, N.I.H., Extramural",2026-01-11 18:49:27
39115068,Type 2 Diabetes in Patients with G6PD Deficiency.,"Israel Ariel, Raz Itamar, Vinker Shlomo, Magen Eli, Green Ilan, Golan-Cohen Avivit, Berkovitch Matitiahu, Merzon Eugene",8,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMc2406156,Correspondence,,0,,0,eng,Letter,2026-01-11 18:49:27
39115067,Inhibiting IgG in Hemolytic Disease of the Fetus.,"Maisonneuve Emeline, Panchaud Alice, Baud David",3,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMe2401020,Original Article,,0,,0,eng,Editorial,2026-01-11 18:49:27
39115065,Case 24-2024: A 30-Year-Old Woman with Postpartum Anxiety and Intrusive Thoughts.,"Meltzer-Brody Samantha, Cohen Lee S, Miller Emily S",3,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMcpc2312735,Correspondence,,0,,0,eng,"Clinical Conference, Journal Article",2026-01-11 18:49:27
39115064,En Coup de Sabre.,"Diong Sophie, Wynne Bairbre",2,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMicm2314616,Correspondence,,0,,0,eng,"Case Reports, Journal Article",2026-01-11 18:49:27
39115063,Frailty in Older Adults.,"Kim Dae Hyun, Rockwood Kenneth",2,The New England journal of medicine,2024,08,08,2024 08 08,10.1056/NEJMra2301292,Correspondence,,0,,0,eng,"Journal Article, Review, Research Support, N.I.H., Extramural",2026-01-11 18:49:27
