pmid,title,authors,journal,pub_date,doi,abstract,article_type
40834301,Phase 3 Trial of Inhaled Molgramostim in Autoimmune Pulmonary Alveolar Proteinosis.,"Trapnell Bruce C, Inoue Yoshikazu, Bonella Francesco, Wang Tisha, McCarthy Cormac",The New England journal of medicine,2025 08,10.1056/NEJMoa2410542,"Autoimmune pulmonary alveolar proteinosis (aPAP) is a rare disease characterized by progressive surfactant accumulation and hypoxemia caused by autoantibodies against granulocyte-macrophage colony-stimulating factor (GM-CSF), which alveolar macrophages require to clear surfactant. Molgramostim is a formulation of inhaled recombinant human GM-CSF, but its efficacy and safety in patients with aPAP have not been studied sufficiently.",Original Article
40802959,Cancer of Unknown Primary Site. Reply.,Raghav Kanwal,The New England journal of medicine,2025 09,10.1056/NEJMc2508962,,Correspondence
40802958,Cancer of Unknown Primary Site.,"Bellanti Joseph A, Li Dongmei",The New England journal of medicine,2025 09,10.1056/NEJMc2508962,,Correspondence
40802957,Cancer of Unknown Primary Site.,Bibas Michele,The New England journal of medicine,2025 09,10.1056/NEJMc2508962,,Correspondence
40802956,Lorundrostat Efficacy and Safety in Uncontrolled Hypertension. Reply.,"Laffin Luke J, Rodman David, Nissen Steven E",The New England journal of medicine,2025 09,10.1056/NEJMc2507996,,Correspondence
40802955,Lorundrostat Efficacy and Safety in Uncontrolled Hypertension.,Pollock James M,The New England journal of medicine,2025 09,10.1056/NEJMc2507996,,Correspondence
40802954,Lorundrostat Efficacy and Safety in Uncontrolled Hypertension.,"Burgos Elena, Fern&#xe1;ndez Fern&#xe1;ndez Beatriz, Ortiz Alberto",The New England journal of medicine,2025 09,10.1056/NEJMc2507996,,Correspondence
40802953,Oral Semaglutide and Cardiovascular Outcomes. Reply.,"McGuire Darren K, David Jens-Peter, Inzucchi Silvio E",The New England journal of medicine,2025 09,10.1056/NEJMc2508958,,Correspondence
40802952,Oral Semaglutide and Cardiovascular Outcomes.,"Dos Santos Marcel Cat&#xe3;o F, de Lima Nat&#xe1;lia N&#xf3;brega, Lima Josivan G",The New England journal of medicine,2025 09,10.1056/NEJMc2508958,,Correspondence
40802951,A Naturally Occurring Gain-of-Function Mutation in Factor VIII.,"Wischmeyer Joshua T, Baird Christine H, Grandvallet Contreras Julian, Tran Alexander, Phang Tzu",The New England journal of medicine,2025 09,10.1056/NEJMc2507228,,Correspondence
40802943,Risdiplam in Presymptomatic Spinal Muscular Atrophy.,"Finkel Richard S, Servais Laurent, Vlodavets Dmitry, Zanoteli Edmar, Mazurkiewicz-Be&#x142;dzi&#x144;ska Maria",The New England journal of medicine,2025 08,10.1056/NEJMoa2410120,"Risdiplam, an oral pre-messenger RNA splicing modifier, is an efficacious treatment for persons with symptomatic spinal muscular atrophy (SMA). The safety and efficacy of risdiplam in presymptomatic disease are unclear.",Original Article
40768736,Neonatal Fc Receptor - Biology and Therapeutics. Reply.,"Bussel James B, Cines Douglas B, Blumberg Richard S",The New England journal of medicine,2025 09,10.1056/NEJMc2507104,,Correspondence
40768735,Neonatal Fc Receptor - Biology and Therapeutics.,"Li Haoxian, Wu Yong",The New England journal of medicine,2025 09,10.1056/NEJMc2507104,,Correspondence
40768734,Neonatal Fc Receptor - Biology and Therapeutics.,Misbah Siraj A,The New England journal of medicine,2025 09,10.1056/NEJMc2507104,,Correspondence
40768733,Malaria. Reply.,"Daily Johanna P, Parikh Sunil",The New England journal of medicine,2025 09,10.1056/NEJMc2507763,,Correspondence
40768732,Malaria.,"Barkati Sapha, Balerdi-Sarasola Leire, Yansouni C&#xe9;dric P",The New England journal of medicine,2025 09,10.1056/NEJMc2507763,,Correspondence
40768731,Enhanced CAR T-Cell Therapy for Relapsed Lymphoma. Reply.,"Svoboda Jakub, Hexner Elizabeth, June Carl H",The New England journal of medicine,2025 09,10.1056/NEJMc2507794,,Correspondence
40768730,Enhanced CAR T-Cell Therapy for Relapsed Lymphoma.,"Vairamoorthy Naveen, Kazi Bilal, Patil Vijay",The New England journal of medicine,2025 09,10.1056/NEJMc2507794,,Correspondence
40768729,A Randomized Trial of Automated Insulin Delivery in Type 2 Diabetes. Reply.,"Kudva Yogish C, Beck Roy W",The New England journal of medicine,2025 09,10.1056/NEJMc2507995,,Correspondence
40768728,A Randomized Trial of Automated Insulin Delivery in Type 2 Diabetes.,"Zhang Fan, Zhong Yifei",The New England journal of medicine,2025 09,10.1056/NEJMc2507995,,Correspondence
40768727,A Randomized Trial of Automated Insulin Delivery in Type 2 Diabetes.,Saxon David,The New England journal of medicine,2025 09,10.1056/NEJMc2507995,,Correspondence
40768726,Daratumumab for High-Risk Smoldering Multiple Myeloma. Reply.,"Dimopoulos Meletios A, Voorhees Peter M, Rajkumar S Vincent",The New England journal of medicine,2025 09,10.1056/NEJMc2507790,,Correspondence
40768725,Daratumumab for High-Risk Smoldering Multiple Myeloma.,"Shanmugam Surish P, Awwad Aya",The New England journal of medicine,2025 09,10.1056/NEJMc2507790,,Correspondence
40768724,Xenon - Propelling Climbers to the Summits of the World's Highest Mountains?,Burtscher Martin,The New England journal of medicine,2025 09,10.1056/NEJMc2507671,,Correspondence
40768716,Ciprofloxacin versus Aminoglycoside-Ciprofloxacin for Bubonic Plague.,"Randremanana Rindra Vatosoa, Raberahona Mihaja, Bourner Josephine, Rajerison Minoarisoa, Edwards Tansy",The New England journal of medicine,2025 08,10.1056/NEJMoa2413772,Plague is a high-consequence infectious disease with epidemic potential. Current treatment guidelines are based on weak evidence.,Correspondence
40757665,Survival of Transplanted Allogeneic Beta Cells with No Immunosuppression.,"Carlsson Per-Ola, Hu Xiaomeng, Scholz Hanne, Ingvast Sofie, Lundgren Torbj&#xf6;rn",The New England journal of medicine,2025 09,10.1056/NEJMoa2503822,The need to suppress a patient's immune system after the transplantation of allogeneic cells is associated with wide-ranging side effects. We report the outcomes of transplantation of genetically modified allogeneic donor islet cells into a man with long-standing type 1 diabetes. We used clustered regularly interspaced short palindromic repeats (CRISPR)-CRISPR-associated protein 12b (Cas12b) editing and lentiviral transduction to genetically edit the cells to avoid rejection; the cells were then...,Correspondence
40742269,Pulsed Field or Cryoballoon Ablation for Paroxysmal Atrial Fibrillation. Reply.,"Reichlin Tobias, J&#xfc;ni Peter, Sticherling Christian",The New England journal of medicine,2025 09,10.1056/NEJMc2506666,,Correspondence
40742268,Pulsed Field or Cryoballoon Ablation for Paroxysmal Atrial Fibrillation.,"Chen Mingxian, Li Xuping, Zhou Shenghua",The New England journal of medicine,2025 09,10.1056/NEJMc2506666,,Correspondence
40742267,Pulsed Field or Cryoballoon Ablation for Paroxysmal Atrial Fibrillation.,"Karakasis Paschalis, Fragakis Nikolaos",The New England journal of medicine,2025 09,10.1056/NEJMc2506666,,Correspondence
40742266,Pulsed Field or Cryoballoon Ablation for Paroxysmal Atrial Fibrillation.,"Blackwell Jacob N, Wang Norman C, Bhonsale Aditya",The New England journal of medicine,2025 09,10.1056/NEJMc2506666,,Correspondence
40742260,Resolution of Squamous-Cell Carcinoma by Restoring T-Cell Receptor Signaling.,"Ye Peiying, Bergerson Jenna R E, Brownell Isaac, Starrett Gabriel J, Abraham Roshini S",The New England journal of medicine,2025 07,10.1056/NEJMoa2502114,"Cutaneous squamous-cell carcinoma (SCC) is primarily caused by oncogenesis mediated by ultraviolet radiation, and &#x3b2;-human papillomavirus (&#x3b2;-HPV) is believed to be a mere facilitator that is dispensable for the maintenance of cutaneous SCC. Here, we describe a woman with benign and malignant HPV-related diseases that include a recurrent, unresectable, invasive cutaneous SCC with &#x3b2;-HPV19 genomic integration in the context of germline pathogenic mutations in ZAP70, an adapter requ...",Correspondence
40700709,Enteral Nutrition in Hospitalized Adults. Reply.,"Gramlich Leah, Guenter Peggi",The New England journal of medicine,2025 09,10.1056/NEJMc2506662,,Correspondence
40700708,Enteral Nutrition in Hospitalized Adults.,"Tripoloni Daniel E, Canaro Garc&#xed;a Mercedes, Gall Juana",The New England journal of medicine,2025 09,10.1056/NEJMc2506662,,Correspondence
40700707,Enteral Nutrition in Hospitalized Adults.,Finucane Thomas E,The New England journal of medicine,2025 09,10.1056/NEJMc2506662,,Correspondence
40700706,Evolving Epidemiology of Mpox in Africa in 2024. Reply.,"Ndembi Nicaise, Folayan Morenike O, Abdool Karim Salim S",The New England journal of medicine,2025 09,10.1056/NEJMc2503635,,Correspondence
40700705,Evolving Epidemiology of Mpox in Africa in 2024.,"Preiser Wolfgang, Weyer Jacqueline, Moyo Sikhulile",The New England journal of medicine,2025 09,10.1056/NEJMc2503635,,Correspondence
40700704,BCG Revaccination to Prevent Tuberculosis. Reply.,"Schmidt Alexander C, Nemes Elisa, Hatherill Mark",The New England journal of medicine,2025 09,10.1056/NEJMc2507859,,Correspondence
40700703,BCG Revaccination to Prevent Tuberculosis.,Singh Urvashi B,The New England journal of medicine,2025 09,10.1056/NEJMc2507859,,Correspondence
40700702,BCG Revaccination to Prevent Tuberculosis.,"Joshi Manish, Bartter Thaddeus, Joshi Anita",The New England journal of medicine,2025 09,10.1056/NEJMc2507859,,Correspondence
40700701,Lepodisiran - A Long-Duration Small Interfering RNA Targeting Lipoprotein(a). Reply.,"Nissen Steven E, Navar Ann Marie, Krege John H",The New England journal of medicine,2025 09,10.1056/NEJMc2507989,,Correspondence
40700700,Lepodisiran - A Long-Duration Small Interfering RNA Targeting Lipoprotein(a).,Higashi Yukihito,The New England journal of medicine,2025 09,10.1056/NEJMc2507989,,Correspondence
40700699,Efficacy and Safety of Obinutuzumab in Active Lupus Nephritis. Reply.,"Furie Richard A, Rovin Brad H, Pendergraft William F",The New England journal of medicine,2025 09,10.1056/NEJMc2506672,,Correspondence
40700698,Efficacy and Safety of Obinutuzumab in Active Lupus Nephritis.,"de Fr&#xe9;mont Gr&#xe9;goire Martin, Le Guern V&#xe9;ronique, Costedoat-Chalumeau Nathalie",The New England journal of medicine,2025 09,10.1056/NEJMc2506672,,Correspondence
40700697,Efficacy and Safety of Obinutuzumab in Active Lupus Nephritis.,Karassa Fotini B,The New England journal of medicine,2025 09,10.1056/NEJMc2506672,,Correspondence
40700696,Efficacy and Safety of Obinutuzumab in Active Lupus Nephritis.,Sahutoglu Tuncay,The New England journal of medicine,2025 09,10.1056/NEJMc2506672,,Correspondence
40700695,Efficacy and Safety of Obinutuzumab in Active Lupus Nephritis.,"Angeletti Andrea, Maras&#xe0; Maddalena, Cravedi Paolo",The New England journal of medicine,2025 09,10.1056/NEJMc2506672,,Correspondence
40700688,Ivermectin to Control Malaria - A Cluster-Randomized Trial.,"Chaccour Carlos, Maia Marta, Kariuki Mercy, Ruiz-Castillo Paula, Wanjiku Caroline",The New England journal of medicine,2025 07,10.1056/NEJMoa2411262,"Malaria control and elimination is threatened by the spread of insecticide resistance and behavioral adaptation of vectors. Whether mass administration of ivermectin, a broad-spectrum antiparasitic drug that also kills mosquitoes feeding on treated persons, can reduce malaria transmission is unclear.",Original Article
40689593,Mitochondrial Donation in a Reproductive Care Pathway for mtDNA Disease.,"McFarland Robert, Hyslop Louise A, Feeney Catherine, Pillai Rekha N, Blakely Emma L",The New England journal of medicine,2025 07,10.1056/NEJMoa2503658,"Pathogenic variants in mitochondrial DNA (mtDNA) are a common cause of severe, often fatal, inherited metabolic disease. A reproductive care pathway was implemented to provide women carrying pathogenic mtDNA variants with reproductive options. A total of 22 women with pathogenic mtDNA variants have commenced or completed pronuclear transfer (and thus receipt of a mitochondrial donation), and there have been 8 live births. All 8 children were healthy at birth, with no or low levels of mtDNA heter...",Original Article
40673696,Mitochondrial Donation and Preimplantation Genetic Testing for mtDNA Disease.,"Hyslop Louise A, Blakely Emma L, Aushev Magomet, Marley Jordan, Takeda Yuko",The New England journal of medicine,2025 07,10.1056/NEJMoa2415539,"Children born to women who carry pathogenic variants in mitochondrial DNA (mtDNA) are at risk for a range of clinical syndromes collectively known as mtDNA disease. Mitochondrial donation by pronuclear transfer involves transplantation of nuclear genome from a fertilized egg from the affected woman to an enucleated fertilized egg donated by an unaffected woman. Thus, pronuclear transfer offers affected women the potential to have a genetically related child with a reduced risk of mtDNA disease.",Correspondence
40673596,Apixaban for Cancer-Associated Venous Thromboembolism. Reply.,"Mah&#xe9; Isabelle, Carrier Marc, Laporte Silvy",The New England journal of medicine,2025 09,10.1056/NEJMc2506526,,Correspondence
40673595,Apixaban for Cancer-Associated Venous Thromboembolism.,"Conteduca Vincenza, Giordano Guido, Landriscina Matteo",The New England journal of medicine,2025 09,10.1056/NEJMc2506526,,Correspondence
40673594,Apixaban for Cancer-Associated Venous Thromboembolism.,"Ding Yong Jie, Huang Ke, Li Qing Yun",The New England journal of medicine,2025 09,10.1056/NEJMc2506526,,Correspondence
40673593,Apixaban for Cancer-Associated Venous Thromboembolism.,"Wu Gujie, Liu Weiwei, Sheung Lee",The New England journal of medicine,2025 09,10.1056/NEJMc2506526,,Correspondence
40673592,Apixaban for Cancer-Associated Venous Thromboembolism.,"Shao Zhuo, Zhai Xinyu",The New England journal of medicine,2025 09,10.1056/NEJMc2506526,,Correspondence
40673591,Monoclonal Anti-Platelet Factor 4 Antibodies in Recurrent Pregnancy Loss.,"Bavli Natalie R, Kanack Adam J, Nishimura Yoshito, Splinter Noah P, Mauch Emily E",The New England journal of medicine,2025 09,10.1056/NEJMc2506014,,Correspondence
40673586,On-Table Reanimation of a Pediatric Heart from Donation after Circulatory Death.,"Kucera John A, Overbey Douglas M, Turek Joseph W",The New England journal of medicine,2025 07,10.1056/NEJMoa2503487,"Cardiac allotransplantation is warranted in children with end-stage heart failure or irreparable congenital heart disease. A dearth of organs for transplantation has contributed to long wait-list times and resultant deaths in this population. Donation after circulatory death (DCD) with normothermic regional perfusion has the potential to increase the donor pool by up to 30%. Ethical concerns have limited adoption of this technique in the United States and abroad. Consequently, a method facilitat...",Original Article
40673585,Rapid Recovery of Donor Hearts for Transplantation after Circulatory Death.,"Williams Aaron M, Trahanas John M, Bommareddi Swaroop, Lima Brian, DeVries Stephen A",The New England journal of medicine,2025 07,10.1056/NEJMoa2500456,"We report a method for the recovery of hearts for transplantation from deceased donors after circulatory death that obviates the need for thoracoabdominal normothermic regional perfusion or ex situ perfusion systems. After death, the aorta is clamped and a flush circuit is established to perform a controlled, extended, ultraoxygenated flush of the donor heart at a mean aortic-root pressure of 80 mm Hg. In the first three reported cases in which this method was used, the hearts were transplanted ...",Original Article
40673584,Multidose Ondansetron after Emergency Visits in Children with Gastroenteritis.,"Freedman Stephen B, Williamson-Urquhart Sarah, Plint Amy C, Dixon Andrew, Beer Darcy",The New England journal of medicine,2025 07,10.1056/NEJMoa2503596,"Ondansetron improves outcomes when administered in emergency departments to children with acute gastroenteritis-associated vomiting. It is commonly prescribed at discharge to reduce symptoms, but evidence to support this practice is limited.",Correspondence
40658651,Phase 2a Study of Baxdrostat in Primary Aldosteronism.,"Turcu Adina F, Freeman Mason W, Bancos Irina, Ben-Shlomo Anat, Hamidi Oksana",The New England journal of medicine,2025 10,10.1056/NEJMc2508629,,Correspondence
40632988,An Evidence-Based Approach to Covid-19 Vaccination. Reply.,"Prasad Vinay, Makary Martin A",The New England journal of medicine,2025 07,10.1056/NEJMc2507760,,Correspondence
40632987,An Evidence-Based Approach to Covid-19 Vaccination.,Meyerowitz Eric A,The New England journal of medicine,2025 07,10.1056/NEJMc2507760,,Correspondence
40632986,An Evidence-Based Approach to Covid-19 Vaccination.,Drekonja Dimitri,The New England journal of medicine,2025 07,10.1056/NEJMc2507760,,Correspondence
40632985,An Evidence-Based Approach to Covid-19 Vaccination.,"Vohra-Miller Sabina, Marnik Elisabeth A",The New England journal of medicine,2025 07,10.1056/NEJMc2507760,,Correspondence
40632984,An Evidence-Based Approach to Covid-19 Vaccination.,"Haidar Ghady, Hauschildt Katrina E, Michaels Marian G",The New England journal of medicine,2025 07,10.1056/NEJMc2507760,,Correspondence
40632983,An Evidence-Based Approach to Covid-19 Vaccination.,Pappas Georgios,The New England journal of medicine,2025 07,10.1056/NEJMc2507760,,Correspondence
40632970,Addressing Alcohol Use. Reply.,"Bradley Katharine A, Krist Alex H",The New England journal of medicine,2025 09,10.1056/NEJMc2507457,,Correspondence
40632969,Addressing Alcohol Use.,"V&#xe1;zquez-Ruiz Zenaida, Mart&#xed;nez-Gonz&#xe1;lez Miguel A",The New England journal of medicine,2025 09,10.1056/NEJMc2507457,,Correspondence
40632968,Wealth and Mortality in the United States and Europe. Reply.,"Papanicolas Irene, Machado Sara, Kyriopoulos Ilias",The New England journal of medicine,2025 09,10.1056/NEJMc2506058,,Correspondence
40632967,Wealth and Mortality in the United States and Europe.,Bellumkonda Lavanya,The New England journal of medicine,2025 09,10.1056/NEJMc2506058,,Correspondence
40632966,Wealth and Mortality in the United States and Europe.,"Corrales-Medina Vicente F, Cameron D William",The New England journal of medicine,2025 09,10.1056/NEJMc2506058,,Correspondence
40632965,Wealth and Mortality in the United States and Europe.,Zhao Jie V,The New England journal of medicine,2025 09,10.1056/NEJMc2506058,,Correspondence
40632964,Tumor-Infiltrating Clonal Hematopoiesis. Reply.,"Bernard Elsa, Pich Oriol, Swanton Charles",The New England journal of medicine,2025 09,10.1056/NEJMc2507106,,Correspondence
40632963,Tumor-Infiltrating Clonal Hematopoiesis.,"Spetzler David, Antonarakis Emmanuel S, Sledge George",The New England journal of medicine,2025 09,10.1056/NEJMc2507106,,Correspondence
40632962,Atrial Appendage Closure after Ablation for Atrial Fibrillation. Reply.,"Wazni Oussama M, Roy Kristine",The New England journal of medicine,2025 09,10.1056/NEJMc2506060,,Correspondence
40632961,Atrial Appendage Closure after Ablation for Atrial Fibrillation.,Leon-Acuna Isaac G,The New England journal of medicine,2025 09,10.1056/NEJMc2506060,,Correspondence
40632960,Atrial Appendage Closure after Ablation for Atrial Fibrillation.,Pimentel Maur&#xed;cio,The New England journal of medicine,2025 09,10.1056/NEJMc2506060,,Correspondence
40632959,Atrial Appendage Closure after Ablation for Atrial Fibrillation.,"Occhipinti Giovanni, Brugaletta Salvatore, Sabat&#xe9; Manel",The New England journal of medicine,2025 09,10.1056/NEJMc2506060,,Correspondence
40632958,Atrial Appendage Closure after Ablation for Atrial Fibrillation.,Byun Jae Hyun,The New England journal of medicine,2025 09,10.1056/NEJMc2506060,,Correspondence
40632957,Atrial Appendage Closure after Ablation for Atrial Fibrillation.,"Tam Mark T K, Chan Joseph Y S, So Kent C Y",The New England journal of medicine,2025 09,10.1056/NEJMc2506060,,Correspondence
40632956,"Expansion of tetM-Carrying Neisseria gonorrhoeae in the United States, 2018-2024.","Helekal David, Mortimer Tatum D, Grad Yonatan H",The New England journal of medicine,2025 09,10.1056/NEJMc2504010,,Correspondence
40616232,Early Tirofiban Infusion after Intravenous Thrombolysis for Stroke.,"Tao Chunrong, Liu Tianlong, Cui Tao, Liu Jie, Li Zongliang",The New England journal of medicine,2025 09,10.1056/NEJMoa2503678,"Intravenous thrombolysis remains a standard treatment for acute ischemic stroke within 4.5 hours after onset. Vascular reocclusion may occur after intravenous thrombolysis and may be preventable with an antiplatelet agent within the first 24 hours after thrombolysis. Tirofiban, a platelet glycoprotein IIb-IIIa receptor antagonist, has reduced macrovascular reocclusion in experimental models.",Original Article
40601960,Further Comments on Risdiplam for Prenatal Therapy of Spinal Muscular Atrophy. Reply.,"Finkel Richard S, Mueller Lutz, Kletzl Heidemarie",The New England journal of medicine,2025 09,10.1056/NEJMc2504911,,Correspondence
40601959,Further Comments on Risdiplam for Prenatal Therapy of Spinal Muscular Atrophy.,"Yeo Crystal J J, De Vivo Darryl C, Darras Basil T",The New England journal of medicine,2025 09,10.1056/NEJMc2504911,,Correspondence
40601958,Further Comments on Risdiplam for Prenatal Therapy of Spinal Muscular Atrophy.,"Wadman Renske I, Groen Ewout J N, van der Pol W Ludo",The New England journal of medicine,2025 09,10.1056/NEJMc2504911,,Correspondence
40601957,Dapagliflozin in Patients Undergoing TAVI. Reply.,"Raposeiras-Roub&#xed;n Sergio, Rossello Xavier, Ib&#xe1;&#xf1;ez Borja",The New England journal of medicine,2025 09,10.1056/NEJMc2506348,,Correspondence
40601956,Dapagliflozin in Patients Undergoing TAVI.,"Gus Miguel, Gus Andr&#xe9; Sant'Anna",The New England journal of medicine,2025 09,10.1056/NEJMc2506348,,Correspondence
40601955,Dapagliflozin in Patients Undergoing TAVI.,"Patoulias Dimitrios, Karakasis Paschalis, Fragakis Nikolaos",The New England journal of medicine,2025 09,10.1056/NEJMc2506348,,Correspondence
40601954,Antibiotic Treatment for 7 versus 14 Days in Patients with Bloodstream Infections. Reply.,"Daneman Nick, Fowler Robert A",The New England journal of medicine,2025 09,10.1056/NEJMc2506050,,Correspondence
40601953,Antibiotic Treatment for 7 versus 14 Days in Patients with Bloodstream Infections.,Patamatamkul Samadhi,The New England journal of medicine,2025 09,10.1056/NEJMc2506050,,Correspondence
40601952,Antibiotic Treatment for 7 versus 14 Days in Patients with Bloodstream Infections.,"Vacheron Charles-Herv&#xe9;, Taccone Fabio Silvio",The New England journal of medicine,2025 09,10.1056/NEJMc2506050,,Correspondence
40601951,Antibiotic Treatment for 7 versus 14 Days in Patients with Bloodstream Infections.,Non Lemuel R,The New England journal of medicine,2025 09,10.1056/NEJMc2506050,,Correspondence
40601950,Intensive Blood-Pressure Control in Patients with Type 2 Diabetes. Reply.,"Bi Yufang, Xu Yu, Wang Weiqing",The New England journal of medicine,2025 09,10.1056/NEJMc2506053,,Correspondence
40601949,Intensive Blood-Pressure Control in Patients with Type 2 Diabetes.,"Grossman Ehud, Messerli Franz H",The New England journal of medicine,2025 09,10.1056/NEJMc2506053,,Correspondence
40601948,Intensive Blood-Pressure Control in Patients with Type 2 Diabetes.,"Fernandez-Fernandez Beatriz, Sarafidis Pantelis, Ortiz Alberto",The New England journal of medicine,2025 09,10.1056/NEJMc2506053,,Correspondence
40601947,Intensive Blood-Pressure Control in Patients with Type 2 Diabetes.,Jolobe Oscar M P,The New England journal of medicine,2025 09,10.1056/NEJMc2506053,,Correspondence
40601946,Intensive Blood-Pressure Control in Patients with Type 2 Diabetes.,Schmieder Roland E,The New England journal of medicine,2025 09,10.1056/NEJMc2506053,,Correspondence
40601945,Lifesaving Diagnosis through Prenatal Genomic Sequencing.,"Fennell Andrew P, Roscioli Tony, Buckley Michael, Horton Ari E, Long Sarah",The New England journal of medicine,2025 09,10.1056/NEJMc2506080,,Correspondence
40561551,Case 6-2025: A 62-Year-Old Man with Abdominal Pain. Reply.,"Bromberg Gabrielle, Goodarzi Katayoon",The New England journal of medicine,2025 09,10.1056/NEJMc2504709,,Correspondence
40561550,Case 6-2025: A 62-Year-Old Man with Abdominal Pain.,Marinella Mark A,The New England journal of medicine,2025 09,10.1056/NEJMc2504709,,Correspondence
40561549,Infertility Evaluation and Treatment. Reply.,"Santoro Nanette, Polotsky Alex J",The New England journal of medicine,2025 09,10.1056/NEJMc2504905,,Correspondence
40561548,Infertility Evaluation and Treatment.,"Chen Chung-Jen, Chuang Hui-Yu, Tsai Eing-Mei",The New England journal of medicine,2025 09,10.1056/NEJMc2504905,,Correspondence
40561547,Incidence of Scrub Typhus in Rural South India. Reply.,"Devamani Carol, Alexander Neal, Schmidt Wolf-Peter",The New England journal of medicine,2025 09,10.1056/NEJMc2505251,,Correspondence
40561546,Incidence of Scrub Typhus in Rural South India.,"Mohapatra Prasata Raghab, Behera Bijayani, Mishra Baijayantimala",The New England journal of medicine,2025 09,10.1056/NEJMc2505251,,Correspondence
40561545,Tirzepatide for Obesity Treatment and Diabetes Prevention. Reply.,"Jastreboff Ania M, Bunck Mathijs C, Ahmad Nadia N",The New England journal of medicine,2025 09,10.1056/NEJMc2504728,,Correspondence
40561544,Tirzepatide for Obesity Treatment and Diabetes Prevention.,"Shukla Ajay Kumar, Bhavya Bhavya",The New England journal of medicine,2025 09,10.1056/NEJMc2504728,,Correspondence
40561543,Tirzepatide for Obesity Treatment and Diabetes Prevention.,"Birkenfeld Andreas L, Bergman Michael, Stefan Norbert",The New England journal of medicine,2025 09,10.1056/NEJMc2504728,,Correspondence
40561542,Catheter Ablation for Ventricular Tachycardia. Reply.,"Sapp John L, Tang Anthony S L, Wells George A",The New England journal of medicine,2025 09,10.1056/NEJMc2503856,,Correspondence
40561541,Catheter Ablation for Ventricular Tachycardia.,Leon-Acuna Isaac G,The New England journal of medicine,2025 09,10.1056/NEJMc2503856,,Correspondence
40561540,Catheter Ablation for Ventricular Tachycardia.,Byun Jae Hyun,The New England journal of medicine,2025 09,10.1056/NEJMc2503856,,Correspondence
40561539,Catheter Ablation for Ventricular Tachycardia.,Rosenfeld Jonathan E,The New England journal of medicine,2025 09,10.1056/NEJMc2503856,,Correspondence
40561538,Catheter Ablation for Ventricular Tachycardia.,&#x10c;uli&#x107; Viktor,The New England journal of medicine,2025 09,10.1056/NEJMc2503856,,Correspondence
40561537,Autologous Transplantation of the Entire Bulbar Ocular Surface.,"Sarnicola Enrica, Sarnicola Caterina, Machetta Federica, Reibaldi Michele, Sarnicola Vincenzo",The New England journal of medicine,2025 09,10.1056/NEJMc2414259,,Correspondence
40561529,AAV9-Mediated Gene Therapy for Infantile-Onset Pompe's Disease.,"Ma Xiuwei, Zhuang Lu, Ma Wenhao, Li Jun, Mao Yingying",The New England journal of medicine,2025 06,10.1056/NEJMoa2407766,"Four patients with infantile-onset Pompe's disease received a single intravenous injection of an adeno-associated virus serotype 9 vector carrying codon-optimized complementary DNA encoding human acid &#x3b1;-glucosidase (GAA) (dose, 1.2&#x2009;&#xd7;&#x2009;1014 vector genomes per kilogram of body weight). One patient was withdrawn from the study and subsequently died. The other patients had improvement in cardiac outcomes and motor function over a 52-week observation period. Anti-GAA antibodie...",Original Article
40549887,Once-Monthly Maridebart Cafraglutide for the Treatment of Obesity - A Phase 2 Trial.,"Jastreboff Ania M, Ryan Donna H, Bays Harold E, Ebeling Peter R, Mackowski Mia G",The New England journal of medicine,2025 09,10.1056/NEJMoa2504214,Maridebart cafraglutide (known as MariTide) is a long-acting peptide-antibody conjugate that combines glucagon-like peptide-1 receptor agonism and glucose-dependent insulinotropic polypeptide receptor antagonism and that is intended for the treatment of obesity.,Correspondence
40548694,Weekly Fixed-Dose Insulin Efsitora in Type 2 Diabetes without Previous Insulin Therapy.,"Rosenstock Julio, Bailey Timothy, Connery Lisa, Miller Eden, Desouza Cyrus",The New England journal of medicine,2025 07,10.1056/NEJMoa2502796,"In previous treat-to-target trials, adjustments to the dose of basal insulin have been made at least weekly, according to fasting blood glucose levels. A fixed-dose regimen of insulin efsitora alfa (efsitora), a once-weekly basal insulin, may provide a benefit in adults with type 2 diabetes who have not received previous insulin therapy.",Original Article
40544435,"Orforglipron, an Oral Small-Molecule GLP-1 Receptor Agonist, in Early Type 2 Diabetes.","Rosenstock Julio, Hsia Stanley, Nevarez Ruiz Luis, Eyde Sarah, Cox David",The New England journal of medicine,2025 09,10.1056/NEJMoa2505669,"Orforglipron is a small-molecule, nonpeptide glucagon-like peptide-1 (GLP-1) receptor agonist in clinical development for type 2 diabetes and weight management. Additional data on the efficacy and safety of orforglipron are needed.",Correspondence
40544433,Coadministered Cagrilintide and Semaglutide in Adults with Overweight or Obesity.,"Garvey W Timothy, Bl&#xfc;her Matthias, Osorto Contreras Cynthia Karenina, Davies Melanie J, Winning Lehmann Eva",The New England journal of medicine,2025 08,10.1056/NEJMoa2502081,"Semaglutide at a dose of 2.4 mg has established weight-loss and cardiovascular benefits, and cagrilintide at a dose of 2.4 mg has shown promising results in early-phase trials; the efficacy of the combination (known as CagriSema) on weight loss in persons with either overweight and coexisting conditions or obesity is unknown.",Original Article
